, dataset,wav_filename,start_time_s,duration_s,location,date,pst_or_master_tape_identifier,Id,Expected
26,podcast_round1,60012.wav,26.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav26,0.0
27,podcast_round1,60012.wav,27.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav27,0.0
28,podcast_round1,60012.wav,28.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav28,0.0
29,podcast_round1,60012.wav,29.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav29,0.0
30,podcast_round1,60012.wav,30.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav30,0.0
31,podcast_round1,60012.wav,31.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav31,0.0
32,podcast_round1,60012.wav,32.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav32,0.0
33,podcast_round1,60012.wav,33.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav33,0.0
34,podcast_round1,60012.wav,34.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav34,1.0
35,podcast_round1,60012.wav,35.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav35,1.0
36,podcast_round1,60012.wav,36.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav36,1.0
37,podcast_round1,60012.wav,37.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav37,1.0
38,podcast_round1,60012.wav,36.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav36,1.0
39,podcast_round1,60012.wav,37.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav37,1.0
40,podcast_round1,60012.wav,38.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav38,1.0
41,podcast_round1,60012.wav,39.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav39,1.0
42,podcast_round1,60012.wav,40.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav40,0.0
43,podcast_round1,60012.wav,41.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav41,0.0
44,podcast_round1,60012.wav,42.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav42,1.0
45,podcast_round1,60012.wav,43.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav43,1.0
46,podcast_round1,60012.wav,44.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav44,1.0
47,podcast_round1,60012.wav,44.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav44,1.0
48,podcast_round1,60012.wav,45.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav45,1.0
49,podcast_round1,60012.wav,46.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav46,1.0
50,podcast_round1,60012.wav,47.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav47,1.0
51,podcast_round1,60012.wav,46.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav46,1.0
52,podcast_round1,60012.wav,47.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav47,1.0
53,podcast_round1,60012.wav,48.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav48,1.0
54,podcast_round1,60012.wav,49.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav49,1.0
55,podcast_round1,60012.wav,50.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav50,1.0
56,podcast_round1,60012.wav,51.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav51,1.0
57,podcast_round1,60012.wav,52.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav52,1.0
58,podcast_round1,60012.wav,53.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav53,1.0
59,podcast_round1,60012.wav,54.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav54,1.0
60,podcast_round1,60012.wav,55.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav55,0.0
61,podcast_round1,60012.wav,56.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav56,0.0
62,podcast_round1,60012.wav,57.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav57,0.0
63,podcast_round1,60012.wav,58.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav58,0.0
64,podcast_round1,60012.wav,59.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav59,1.0
65,podcast_round1,60012.wav,60.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav60,1.0
66,podcast_round1,60012.wav,61.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav61,1.0
67,podcast_round1,60012.wav,61.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav61,1.0
68,podcast_round1,60012.wav,62.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav62,1.0
69,podcast_round1,60012.wav,63.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav63,1.0
70,podcast_round1,60012.wav,64.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav64,1.0
71,podcast_round1,60012.wav,65.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav65,0.0
72,podcast_round1,60012.wav,66.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav66,0.0
73,podcast_round1,60012.wav,67.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav67,0.0
74,podcast_round1,60012.wav,68.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav68,0.0
75,podcast_round1,60012.wav,69.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav69,0.0
76,podcast_round1,60012.wav,70.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav70,1.0
77,podcast_round1,60012.wav,71.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav71,1.0
78,podcast_round1,60012.wav,72.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav72,1.0
79,podcast_round1,60012.wav,73.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav73,1.0
80,podcast_round1,60012.wav,74.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav74,1.0
81,podcast_round1,60012.wav,75.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav75,1.0
82,podcast_round1,60012.wav,76.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav76,1.0
83,podcast_round1,60012.wav,77.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav77,1.0
84,podcast_round1,60012.wav,78.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav78,0.0
85,podcast_round1,60012.wav,79.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav79,0.0
86,podcast_round1,60012.wav,80.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav80,0.0
87,podcast_round1,60012.wav,81.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav81,0.0
88,podcast_round1,60012.wav,82.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav82,0.0
89,podcast_round1,60012.wav,83.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav83,0.0
90,podcast_round1,60012.wav,84.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav84,0.0
91,podcast_round1,60012.wav,85.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav85,0.0
92,podcast_round1,60012.wav,86.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav86,1.0
93,podcast_round1,60012.wav,87.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav87,1.0
94,podcast_round1,60012.wav,88.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav88,1.0
95,podcast_round1,60012.wav,89.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav89,1.0
96,podcast_round1,60012.wav,90.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav90,1.0
97,podcast_round1,60012.wav,91.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav91,0.0
98,podcast_round1,60012.wav,92.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav92,1.0
99,podcast_round1,60012.wav,93.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav93,1.0
100,podcast_round1,60012.wav,94.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav94,1.0
101,podcast_round1,60012.wav,95.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav95,1.0
102,podcast_round1,60012.wav,96.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav96,0.0
103,podcast_round1,60012.wav,97.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav97,0.0
104,podcast_round1,60012.wav,98.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav98,0.0
105,podcast_round1,60012.wav,99.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav99,0.0
106,podcast_round1,60012.wav,100.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav100,0.0
107,podcast_round1,60012.wav,101.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav101,0.0
108,podcast_round1,60012.wav,102.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav102,1.0
109,podcast_round1,60012.wav,103.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav103,1.0
110,podcast_round1,60012.wav,104.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav104,1.0
111,podcast_round1,60012.wav,105.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav105,1.0
112,podcast_round1,60012.wav,105.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav105,1.0
113,podcast_round1,60012.wav,106.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav106,1.0
114,podcast_round1,60012.wav,107.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav107,1.0
115,podcast_round1,60012.wav,108.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav108,1.0
116,podcast_round1,60012.wav,109.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav109,0.0
117,podcast_round1,60012.wav,110.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav110,0.0
118,podcast_round1,60012.wav,111.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav111,0.0
119,podcast_round1,60012.wav,112.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav112,0.0
120,podcast_round1,60012.wav,113.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav113,0.0
121,podcast_round1,60012.wav,114.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav114,0.0
122,podcast_round1,60012.wav,115.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav115,0.0
123,podcast_round1,60012.wav,116.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav116,0.0
124,podcast_round1,60012.wav,117.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav117,0.0
125,podcast_round1,60012.wav,118.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav118,0.0
126,podcast_round1,60012.wav,119.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav119,0.0
127,podcast_round1,60012.wav,120.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav120,0.0
128,podcast_round1,60012.wav,121.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav121,0.0
129,podcast_round1,60012.wav,122.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav122,0.0
130,podcast_round1,60012.wav,123.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav123,0.0
131,podcast_round1,60012.wav,124.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav124,1.0
132,podcast_round1,60012.wav,125.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav125,1.0
133,podcast_round1,60012.wav,126.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav126,1.0
134,podcast_round1,60012.wav,127.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav127,1.0
135,podcast_round1,60012.wav,126.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav126,1.0
136,podcast_round1,60012.wav,127.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav127,1.0
137,podcast_round1,60012.wav,128.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav128,1.0
138,podcast_round1,60012.wav,129.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav129,0.0
139,podcast_round1,60012.wav,130.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav130,0.0
140,podcast_round1,60012.wav,131.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav131,0.0
141,podcast_round1,60012.wav,132.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav132,0.0
142,podcast_round1,60012.wav,133.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav133,0.0
143,podcast_round1,60012.wav,134.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav134,0.0
144,podcast_round1,60012.wav,135.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav135,1.0
145,podcast_round1,60012.wav,136.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav136,1.0
146,podcast_round1,60012.wav,137.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav137,1.0
147,podcast_round1,60012.wav,138.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav138,1.0
148,podcast_round1,60012.wav,139.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav139,1.0
149,podcast_round1,60012.wav,139.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav139,1.0
150,podcast_round1,60012.wav,140.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav140,1.0
151,podcast_round1,60012.wav,141.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav141,1.0
152,podcast_round1,60012.wav,141.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav141,1.0
153,podcast_round1,60012.wav,142.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav142,1.0
154,podcast_round1,60012.wav,143.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav143,1.0
155,podcast_round1,60012.wav,144.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav144,1.0
156,podcast_round1,60012.wav,145.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav145,0.0
157,podcast_round1,60012.wav,146.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav146,0.0
158,podcast_round1,60012.wav,147.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav147,0.0
159,podcast_round1,60012.wav,148.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav148,0.0
160,podcast_round1,60012.wav,149.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav149,0.0
161,podcast_round1,60012.wav,150.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav150,0.0
162,podcast_round1,60012.wav,151.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav151,0.0
163,podcast_round1,60012.wav,152.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav152,0.0
164,podcast_round1,60012.wav,153.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav153,0.0
165,podcast_round1,60012.wav,154.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav154,1.0
166,podcast_round1,60012.wav,155.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav155,1.0
167,podcast_round1,60012.wav,156.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav156,1.0
168,podcast_round1,60012.wav,157.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav157,1.0
169,podcast_round1,60012.wav,158.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav158,1.0
170,podcast_round1,60012.wav,159.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav159,1.0
171,podcast_round1,60012.wav,160.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav160,1.0
172,podcast_round1,60012.wav,161.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav161,1.0
173,podcast_round1,60012.wav,160.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav160,1.0
174,podcast_round1,60012.wav,161.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav161,1.0
175,podcast_round1,60012.wav,162.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav162,1.0
176,podcast_round1,60012.wav,162.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav162,1.0
177,podcast_round1,60012.wav,163.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav163,1.0
178,podcast_round1,60012.wav,164.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav164,1.0
179,podcast_round1,60012.wav,165.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav165,0.0
180,podcast_round1,60012.wav,166.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav166,0.0
181,podcast_round1,60012.wav,167.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav167,0.0
182,podcast_round1,60012.wav,168.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav168,0.0
183,podcast_round1,60012.wav,169.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav169,0.0
184,podcast_round1,60012.wav,170.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav170,0.0
185,podcast_round1,60012.wav,171.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav171,0.0
186,podcast_round1,60012.wav,172.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav172,0.0
187,podcast_round1,60012.wav,173.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav173,1.0
188,podcast_round1,60012.wav,174.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav174,1.0
189,podcast_round1,60012.wav,175.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav175,1.0
190,podcast_round1,60012.wav,176.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav176,0.0
191,podcast_round1,60012.wav,177.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav177,0.0
192,podcast_round1,60012.wav,178.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav178,0.0
193,podcast_round1,60012.wav,179.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav179,0.0
194,podcast_round1,60012.wav,180.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav180,0.0
195,podcast_round1,60012.wav,181.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav181,0.0
196,podcast_round1,60012.wav,182.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav182,0.0
197,podcast_round1,60012.wav,183.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav183,0.0
198,podcast_round1,60012.wav,184.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav184,1.0
199,podcast_round1,60012.wav,185.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav185,1.0
200,podcast_round1,60012.wav,186.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav186,1.0
201,podcast_round1,60012.wav,187.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav187,1.0
202,podcast_round1,60012.wav,187.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav187,1.0
203,podcast_round1,60012.wav,188.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav188,1.0
204,podcast_round1,60012.wav,189.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav189,1.0
205,podcast_round1,60012.wav,190.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav190,1.0
206,podcast_round1,60012.wav,191.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav191,0.0
207,podcast_round1,60012.wav,192.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav192,0.0
208,podcast_round1,60012.wav,193.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav193,0.0
209,podcast_round1,60012.wav,194.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav194,0.0
210,podcast_round1,60012.wav,195.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav195,0.0
211,podcast_round1,60012.wav,196.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav196,0.0
212,podcast_round1,60012.wav,197.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav197,0.0
213,podcast_round1,60012.wav,198.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav198,0.0
214,podcast_round1,60012.wav,199.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav199,0.0
215,podcast_round1,60012.wav,200.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav200,0.0
216,podcast_round1,60012.wav,201.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav201,0.0
217,podcast_round1,60012.wav,202.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav202,0.0
218,podcast_round1,60012.wav,203.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav203,0.0
219,podcast_round1,60012.wav,204.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav204,0.0
220,podcast_round1,60012.wav,205.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav205,0.0
221,podcast_round1,60012.wav,206.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav206,0.0
222,podcast_round1,60012.wav,207.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav207,0.0
223,podcast_round1,60012.wav,208.0,1.0,"Dabob Bay, Seattle, Washington",1960-10-28,60012,60012.wav208,0.0
